
-------------------
Convergence Report:
-------------------
"Bus.Node", "Error", "|V|","Vbase"
"bmt997787b.3"     ,    0.00000,  8.19953E+0003,  7.96743E+0003
"bmt997794b.1"     ,    0.00000,  8.22849E+0003,  7.96743E+0003
"bmt997794b.2"     ,    0.00000,  8.15873E+0003,  7.96743E+0003
"bmt997794b.3"     ,    0.00000,  8.19874E+0003,  7.96743E+0003
"bmt997801b.1"     ,    0.00000,  8.23102E+0003,  7.96743E+0003
"bmt997801b.2"     ,    0.00000,  8.16227E+0003,  7.96743E+0003
"bmt997801b.3"     ,    0.00000,  8.20181E+0003,  7.96743E+0003
"bmt143819925.1"   ,    0.00000,  8.23171E+0003,  7.96743E+0003
"bmt143819925.2"   ,    0.00000,  8.16322E+0003,  7.96743E+0003
"bmt143819925.3"   ,    0.00000,  8.20262E+0003,  7.96743E+0003
"bmt997815b.1"     ,    0.00000,  8.23243E+0003,  7.96743E+0003
"bmt997815b.2"     ,    0.00000,  8.16421E+0003,  7.96743E+0003
"bmt997815b.3"     ,    0.00000,  8.20348E+0003,  7.96743E+0003
"bmt157338162.1"   ,    0.00000,  8.21187E+0003,  7.96743E+0003
"bmt157338162.2"   ,    0.00000,  8.13397E+0003,  7.96743E+0003
"bmt157338162.3"   ,    0.00000,  8.17743E+0003,  7.96743E+0003
"bmt998109b.1"     ,    0.00000,  8.21183E+0003,  7.96743E+0003
"bmt998109b.2"     ,    0.00000,  8.13394E+0003,  7.96743E+0003
"bmt998109b.3"     ,    0.00000,  8.17740E+0003,  7.96743E+0003
"bmt157338161.1"   ,    0.00000,  8.21210E+0003,  7.96743E+0003
"bmt157338161.2"   ,    0.00000,  8.13435E+0003,  7.96743E+0003
"bmt157338161.3"   ,    0.00000,  8.17776E+0003,  7.96743E+0003
"bmt998088b.1"     ,    0.00000,  8.21261E+0003,  7.96743E+0003
"bmt998088b.2"     ,    0.00000,  8.13514E+0003,  7.96743E+0003
"bmt998088b.3"     ,    0.00000,  8.17844E+0003,  7.96743E+0003
"bmt157338163.1"   ,    0.00000,  8.21178E+0003,  7.96743E+0003
"bmt157338163.2"   ,    0.00000,  8.13388E+0003,  7.96743E+0003
"bmt157338163.3"   ,    0.00000,  8.17735E+0003,  7.96743E+0003
"bmt124408547.1"   ,    0.00000,  8.21178E+0003,  7.96743E+0003
"bmt124408547.2"   ,    0.00000,  8.13388E+0003,  7.96743E+0003
"bmt124408547.3"   ,    0.00000,  8.17735E+0003,  7.96743E+0003
"bmt167591879.1"   ,    0.00000,  8.21173E+0003,  7.96743E+0003
"bmt167591879.2"   ,    0.00000,  8.13383E+0003,  7.96743E+0003
"bmt167591879.3"   ,    0.00000,  8.17730E+0003,  7.96743E+0003
"bmt167591881.1"   ,    0.00000,  8.21168E+0003,  7.96743E+0003
"bmt167591881.2"   ,    0.00000,  8.13379E+0003,  7.96743E+0003
"bmt167591881.3"   ,    0.00000,  8.17726E+0003,  7.96743E+0003
"bmt998151b.1"     ,    0.00000,  8.21166E+0003,  7.96743E+0003
"bmt998151b.2"     ,    0.00000,  8.13376E+0003,  7.96743E+0003
"bmt998151b.3"     ,    0.00000,  8.17723E+0003,  7.96743E+0003
"bmt167591882.1"   ,    0.00000,  8.21164E+0003,  7.96743E+0003
"bmt167591882.2"   ,    0.00000,  8.13374E+0003,  7.96743E+0003
"bmt167591882.3"   ,    0.00000,  8.17721E+0003,  7.96743E+0003
"bmt998165b.1"     ,    0.00000,  8.21162E+0003,  7.96743E+0003
"bmt998165b.2"     ,    0.00000,  8.13372E+0003,  7.96743E+0003
"bmt998165b.3"     ,    0.00000,  8.17719E+0003,  7.96743E+0003
"bmt998760b.1"     ,    0.00000,  8.21162E+0003,  7.96743E+0003
"bmt998760b.2"     ,    0.00000,  8.13372E+0003,  7.96743E+0003
"bmt998760b.3"     ,    0.00000,  8.17719E+0003,  7.96743E+0003
"bmt1029070b.1"    ,    0.00000,  8.28739E+0003,  7.96743E+0003
"bmt1029070b.2"    ,    0.00000,  8.24236E+0003,  7.96743E+0003
"bmt1029070b.3"    ,    0.00000,  8.26953E+0003,  7.96743E+0003
"bmt1029084b.1"    ,    0.00000,  8.28627E+0003,  7.96743E+0003
"bmt1029084b.2"    ,    0.00000,  8.24126E+0003,  7.96743E+0003
"bmt1029084b.3"    ,    0.00000,  8.26840E+0003,  7.96743E+0003
"bmt1029077b.1"    ,    0.00000,  8.28878E+0003,  7.96743E+0003
"bmt1029077b.2"    ,    0.00000,  8.24373E+0003,  7.96743E+0003
"bmt1029077b.3"    ,    0.00000,  8.27093E+0003,  7.96743E+0003
"bmt1029091b.1"    ,    0.00000,  8.28514E+0003,  7.96743E+0003
"bmt1029091b.2"    ,    0.00000,  8.24015E+0003,  7.96743E+0003
"bmt1029091b.3"    ,    0.00000,  8.26726E+0003,  7.96743E+0003
"bmt141588122.1"   ,    0.00000,  8.29022E+0003,  7.96743E+0003
"bmt141588122.2"   ,    0.00000,  8.24516E+0003,  7.96743E+0003
"bmt141588122.3"   ,    0.00000,  8.27240E+0003,  7.96743E+0003
"bmt141588115.1"   ,    0.00000,  8.29150E+0003,  7.96743E+0003
"bmt141588115.2"   ,    0.00000,  8.24643E+0003,  7.96743E+0003
"bmt141588115.3"   ,    0.00000,  8.27369E+0003,  7.96743E+0003
"bmt124405936.1"   ,    0.00000,  8.29156E+0003,  7.96743E+0003
"bmt124405936.2"   ,    0.00000,  8.24649E+0003,  7.96743E+0003
"bmt124405936.3"   ,    0.00000,  8.27375E+0003,  7.96743E+0003
"bmt124405943.1"   ,    0.00000,  8.29295E+0003,  7.96743E+0003
"bmt124405943.2"   ,    0.00000,  8.24786E+0003,  7.96743E+0003
"bmt124405943.3"   ,    0.00000,  8.27516E+0003,  7.96743E+0003
"bmt1029679b.1"    ,    0.00000,  8.28996E+0003,  7.96743E+0003
"bmt1029679b.2"    ,    0.00000,  8.24368E+0003,  7.96743E+0003
"bmt1029679b.3"    ,    0.00000,  8.27165E+0003,  7.96743E+0003
"bmt1029686b.1"    ,    0.00000,  8.29106E+0003,  7.96743E+0003
"bmt1029686b.2"    ,    0.00000,  8.24516E+0003,  7.96743E+0003
"bmt1029686b.3"    ,    0.00000,  8.27293E+0003,  7.96743E+0003
"bmt169554418.1"   ,    0.00000,  8.29197E+0003,  7.96743E+0003
"bmt169554418.2"   ,    0.00000,  8.24639E+0003,  7.96743E+0003
"bmt169554418.3"   ,    0.00000,  8.27400E+0003,  7.96743E+0003
"bmt173152158.1"   ,    0.00000,  8.29019E+0003,  7.96743E+0003
"bmt173152158.2"   ,    0.00000,  8.24400E+0003,  7.96743E+0003
"bmt173152158.3"   ,    0.00000,  8.27192E+0003,  7.96743E+0003
"bmt173152171.1"   ,    0.00000,  8.27093E+0003,  7.96743E+0003
"bmt173152171.2"   ,    0.00000,  8.21789E+0003,  7.96743E+0003
"bmt173152171.3"   ,    0.00000,  8.24928E+0003,  7.96743E+0003
"bmt1012928b.1"    ,    0.00000,  8.27107E+0003,  7.96743E+0003
"bmt1012928b.2"    ,    0.00000,  8.21808E+0003,  7.96743E+0003
"bmt1012928b.3"    ,    0.00000,  8.24945E+0003,  7.96743E+0003
"bmt173152168.1"   ,    0.00000,  8.27168E+0003,  7.96743E+0003
"bmt173152168.2"   ,    0.00000,  8.21892E+0003,  7.96743E+0003
"bmt173152168.3"   ,    0.00000,  8.25017E+0003,  7.96743E+0003
"bmt1012942b.1"    ,    0.00000,  8.27239E+0003,  7.96743E+0003
"bmt1012942b.2"    ,    0.00000,  8.21989E+0003,  7.96743E+0003
"bmt1012942b.3"    ,    0.00000,  8.25101E+0003,  7.96743E+0003
"bmt1012949b.1"    ,    0.00000,  8.27326E+0003,  7.96743E+0003
"bmt1012949b.2"    ,    0.00000,  8.22109E+0003,  7.96743E+0003
"bmt1012949b.3"    ,    0.00000,  8.25205E+0003,  7.96743E+0003
"bmt1012956b.1"    ,    0.00000,  8.27397E+0003,  7.96743E+0003
"bmt1012956b.2"    ,    0.00000,  8.22206E+0003,  7.96743E+0003
"bmt1012956b.3"    ,    0.00000,  8.25289E+0003,  7.96743E+0003
"bmt1012963b.1"    ,    0.00000,  8.27482E+0003,  7.96743E+0003
"bmt1012963b.2"    ,    0.00000,  8.22323E+0003,  7.96743E+0003
"bmt1012963b.3"    ,    0.00000,  8.25389E+0003,  7.96743E+0003
"bmt1012977b.1"    ,    0.00000,  8.27562E+0003,  7.96743E+0003
"bmt1012977b.2"    ,    0.00000,  8.22433E+0003,  7.96743E+0003
"bmt1012977b.3"    ,    0.00000,  8.25484E+0003,  7.96743E+0003
"bmt1012970b.1"    ,    0.00000,  8.27636E+0003,  7.96743E+0003
"bmt1012970b.2"    ,    0.00000,  8.22535E+0003,  7.96743E+0003
"bmt1012970b.3"    ,    0.00000,  8.25572E+0003,  7.96743E+0003
"bmt1013299b.1"    ,    0.00000,  8.27697E+0003,  7.96743E+0003
"bmt1013299b.2"    ,    0.00000,  8.22624E+0003,  7.96743E+0003
"bmt1013299b.3"    ,    0.00000,  8.25647E+0003,  7.96743E+0003
"bmt173152169.1"   ,    0.00000,  8.27694E+0003,  7.96743E+0003
"bmt173152169.2"   ,    0.00000,  8.22621E+0003,  7.96743E+0003
"bmt173152169.3"   ,    0.00000,  8.25645E+0003,  7.96743E+0003
"bmt1013313b.1"    ,    0.00000,  8.27700E+0003,  7.96743E+0003
"bmt1013313b.2"    ,    0.00000,  8.22626E+0003,  7.96743E+0003
"bmt1013313b.3"    ,    0.00000,  8.25650E+0003,  7.96743E+0003
"bmt1013327b.1"    ,    0.00000,  8.27703E+0003,  7.96743E+0003
"bmt1013327b.2"    ,    0.00000,  8.22629E+0003,  7.96743E+0003
"bmt1013327b.3"    ,    0.00000,  8.25653E+0003,  7.96743E+0003
"bmt1013334b.1"    ,    0.00000,  8.27706E+0003,  7.96743E+0003
"bmt1013334b.2"    ,    0.00000,  8.22632E+0003,  7.96743E+0003
"bmt1013334b.3"    ,    0.00000,  8.25656E+0003,  7.96743E+0003
"bmt173152166.1"   ,    0.00000,  8.27709E+0003,  7.96743E+0003
"bmt173152166.2"   ,    0.00000,  8.22635E+0003,  7.96743E+0003
"bmt173152166.3"   ,    0.00000,  8.25658E+0003,  7.96743E+0003
"bmt1013362b.1"    ,    0.00000,  8.27773E+0003,  7.96743E+0003
"bmt1013362b.2"    ,    0.00000,  8.22723E+0003,  7.96743E+0003
"bmt1013362b.3"    ,    0.00000,  8.25735E+0003,  7.96743E+0003
"bmt124408050.1"   ,    0.00000,  8.29294E+0003,  7.96743E+0003
"bmt124408050.2"   ,    0.00000,  8.24785E+0003,  7.96743E+0003
"bmt124408050.3"   ,    0.00000,  8.27514E+0003,  7.96743E+0003
"bmt124408043.1"   ,    0.00000,  8.29295E+0003,  7.96743E+0003
"bmt124408043.2"   ,    0.00000,  8.24786E+0003,  7.96743E+0003
"bmt124408043.3"   ,    0.00000,  8.27515E+0003,  7.96743E+0003
"bmt1031268b.1"    ,    0.00000,  8.29294E+0003,  7.96743E+0003
"bmt1031268b.2"    ,    0.00000,  8.24785E+0003,  7.96743E+0003
"bmt1031268b.3"    ,    0.00000,  8.27514E+0003,  7.96743E+0003
"bmt1031275b.1"    ,    0.00000,  8.29294E+0003,  7.96743E+0003
"bmt1031275b.2"    ,    0.00000,  8.24785E+0003,  7.96743E+0003
"bmt1031275b.3"    ,    0.00000,  8.27514E+0003,  7.96743E+0003
"bmt1031282b.1"    ,    0.00000,  8.29294E+0003,  7.96743E+0003
"bmt1031282b.2"    ,    0.00000,  8.24785E+0003,  7.96743E+0003
"bmt1031282b.3"    ,    0.00000,  8.27514E+0003,  7.96743E+0003
"bmt1031289b.1"    ,    0.00000,  8.29294E+0003,  7.96743E+0003
"bmt1031289b.2"    ,    0.00000,  8.24785E+0003,  7.96743E+0003
"bmt1031289b.3"    ,    0.00000,  8.27514E+0003,  7.96743E+0003
"bmt1031296b.1"    ,    0.00000,  8.29294E+0003,  7.96743E+0003
"bmt1031296b.2"    ,    0.00000,  8.24785E+0003,  7.96743E+0003
"bmt1031296b.3"    ,    0.00000,  8.27514E+0003,  7.96743E+0003
"bmt2638146.1"     ,    0.00000,  8.29294E+0003,  7.96743E+0003
"bmt2638146.2"     ,    0.00000,  8.24785E+0003,  7.96743E+0003
"bmt2638146.3"     ,    0.00000,  8.27514E+0003,  7.96743E+0003
"bmt124419565.1"   ,    0.00000,  8.23060E+0003,  7.96743E+0003
"bmt124419565.2"   ,    0.00000,  8.16177E+0003,  7.96743E+0003
"bmt124419565.3"   ,    0.00000,  8.20137E+0003,  7.96743E+0003
"bmt1274679b.1"    ,    0.00000,  8.23058E+0003,  7.96743E+0003
"bmt1274679b.2"    ,    0.00000,  8.16174E+0003,  7.96743E+0003
"bmt1274679b.3"    ,    0.00000,  8.20134E+0003,  7.96743E+0003
"bmt124419579.1"   ,    0.00000,  8.23056E+0003,  7.96743E+0003
"bmt124419579.2"   ,    0.00000,  8.16172E+0003,  7.96743E+0003
"bmt124419579.3"   ,    0.00000,  8.20133E+0003,  7.96743E+0003
"bmt1274686b.1"    ,    0.00000,  8.23063E+0003,  7.96743E+0003
"bmt1274686b.2"    ,    0.00000,  8.16180E+0003,  7.96743E+0003
"bmt1274686b.3"    ,    0.00000,  8.20139E+0003,  7.96743E+0003
"bmt1274693b.1"    ,    0.00000,  8.23066E+0003,  7.96743E+0003
"bmt1274693b.2"    ,    0.00000,  8.16184E+0003,  7.96743E+0003
"bmt1274693b.3"    ,    0.00000,  8.20143E+0003,  7.96743E+0003
"bmt1274735b.1"    ,    0.00000,  8.23053E+0003,  7.96743E+0003
"bmt1274735b.2"    ,    0.00000,  8.16170E+0003,  7.96743E+0003
"bmt1274735b.3"    ,    0.00000,  8.20131E+0003,  7.96743E+0003
"bmt124419586.1"   ,    0.00000,  8.23052E+0003,  7.96743E+0003
"bmt124419586.2"   ,    0.00000,  8.16169E+0003,  7.96743E+0003
"bmt124419586.3"   ,    0.00000,  8.20130E+0003,  7.96743E+0003
"bmt1274742b.1"    ,    0.00000,  8.23055E+0003,  7.96743E+0003
"bmt1274742b.2"    ,    0.00000,  8.16171E+0003,  7.96743E+0003
"bmt1274742b.3"    ,    0.00000,  8.20132E+0003,  7.96743E+0003
"bmt171608464.1"   ,    0.00000,  8.21748E+0003,  7.96743E+0003
"bmt171608464.2"   ,    0.00000,  8.14431E+0003,  7.96743E+0003
"bmt171608464.3"   ,    0.00000,  8.18607E+0003,  7.96743E+0003
"bmt1274973b.1"    ,    0.00000,  8.21744E+0003,  7.96743E+0003
"bmt1274973b.2"    ,    0.00000,  8.14427E+0003,  7.96743E+0003
"bmt1274973b.3"    ,    0.00000,  8.18604E+0003,  7.96743E+0003
"bmt124419327.1"   ,    0.00000,  8.21748E+0003,  7.96743E+0003
"bmt124419327.2"   ,    0.00000,  8.14431E+0003,  7.96743E+0003
"bmt124419327.3"   ,    0.00000,  8.18607E+0003,  7.96743E+0003
"bmt1274784b.1"    ,    0.00000,  8.21759E+0003,  7.96743E+0003
"bmt1274784b.2"    ,    0.00000,  8.14443E+0003,  7.96743E+0003
"bmt1274784b.3"    ,    0.00000,  8.18619E+0003,  7.96743E+0003
"bmt1274791b.1"    ,    0.00000,  8.21769E+0003,  7.96743E+0003
"bmt1274791b.2"    ,    0.00000,  8.14453E+0003,  7.96743E+0003
"bmt1274791b.3"    ,    0.00000,  8.18629E+0003,  7.96743E+0003
"bmt171608463.1"   ,    0.00000,  8.21778E+0003,  7.96743E+0003
"bmt171608463.2"   ,    0.00000,  8.14462E+0003,  7.96743E+0003
"bmt171608463.3"   ,    0.00000,  8.18637E+0003,  7.96743E+0003
"bmt1274889b.1"    ,    0.00000,  8.23054E+0003,  7.96743E+0003
"bmt1274889b.2"    ,    0.00000,  8.16170E+0003,  7.96743E+0003
"bmt1274889b.3"    ,    0.00000,  8.20131E+0003,  7.96743E+0003
"bmt124419593.1"   ,    0.00000,  8.23053E+0003,  7.96743E+0003
"bmt124419593.2"   ,    0.00000,  8.16169E+0003,  7.96743E+0003
"bmt124419593.3"   ,    0.00000,  8.20130E+0003,  7.96743E+0003
"bmt1274896b.1"    ,    0.00000,  8.23054E+0003,  7.96743E+0003
"bmt1274896b.2"    ,    0.00000,  8.16170E+0003,  7.96743E+0003
"bmt1274896b.3"    ,    0.00000,  8.20131E+0003,  7.96743E+0003
"bmt1274903b.1"    ,    0.00000,  8.23055E+0003,  7.96743E+0003
"bmt1274903b.2"    ,    0.00000,  8.16171E+0003,  7.96743E+0003
"bmt1274903b.3"    ,    0.00000,  8.20132E+0003,  7.96743E+0003
"bmt171608465.1"   ,    0.00000,  8.21683E+0003,  7.96743E+0003
"bmt171608465.2"   ,    0.00000,  8.14365E+0003,  7.96743E+0003
"bmt171608465.3"   ,    0.00000,  8.18543E+0003,  7.96743E+0003
"bmt124419334.1"   ,    0.00000,  8.21675E+0003,  7.96743E+0003
"bmt124419334.2"   ,    0.00000,  8.14357E+0003,  7.96743E+0003
"bmt124419334.3"   ,    0.00000,  8.18535E+0003,  7.96743E+0003
"bmt1274938b.1"    ,    0.00000,  8.21692E+0003,  7.96743E+0003
"bmt1274938b.2"    ,    0.00000,  8.14374E+0003,  7.96743E+0003
"bmt1274938b.3"    ,    0.00000,  8.18552E+0003,  7.96743E+0003
"bmt1274945b.1"    ,    0.00000,  8.21702E+0003,  7.96743E+0003
"bmt1274945b.2"    ,    0.00000,  8.14385E+0003,  7.96743E+0003
"bmt1274945b.3"    ,    0.00000,  8.18562E+0003,  7.96743E+0003
"bmt1274952b.1"    ,    0.00000,  8.21713E+0003,  7.96743E+0003
"bmt1274952b.2"    ,    0.00000,  8.14396E+0003,  7.96743E+0003
"bmt1274952b.3"    ,    0.00000,  8.18573E+0003,  7.96743E+0003
"bmt1274959b.1"    ,    0.00000,  8.21722E+0003,  7.96743E+0003
"bmt1274959b.2"    ,    0.00000,  8.14404E+0003,  7.96743E+0003
"bmt1274959b.3"    ,    0.00000,  8.18581E+0003,  7.96743E+0003
"bmt1274966b.1"    ,    0.00000,  8.21733E+0003,  7.96743E+0003
"bmt1274966b.2"    ,    0.00000,  8.14416E+0003,  7.96743E+0003
"bmt1274966b.3"    ,    0.00000,  8.18593E+0003,  7.96743E+0003
"bmt124419446.1"   ,    0.00000,  8.21675E+0003,  7.96743E+0003
"bmt124419446.2"   ,    0.00000,  8.14357E+0003,  7.96743E+0003
"bmt124419446.3"   ,    0.00000,  8.18535E+0003,  7.96743E+0003
"bmt124419453.1"   ,    0.00000,  8.21666E+0003,  7.96743E+0003
"bmt124419453.2"   ,    0.00000,  8.14348E+0003,  7.96743E+0003
"bmt124419453.3"   ,    0.00000,  8.18526E+0003,  7.96743E+0003
"bmt124408260.1"   ,    0.00000,  8.23075E+0003,  7.96743E+0003
"bmt124408260.2"   ,    0.00000,  8.16191E+0003,  7.96743E+0003
"bmt124408260.3"   ,    0.00000,  8.20152E+0003,  7.96743E+0003
"bmt1275050b.1"    ,    0.00000,  8.23074E+0003,  7.96743E+0003
"bmt1275050b.2"    ,    0.00000,  8.16190E+0003,  7.96743E+0003
"bmt1275050b.3"    ,    0.00000,  8.20152E+0003,  7.96743E+0003
"bmt1275022b.1"    ,    0.00000,  8.23077E+0003,  7.96743E+0003
"bmt1275022b.2"    ,    0.00000,  8.16193E+0003,  7.96743E+0003
"bmt1275022b.3"    ,    0.00000,  8.20154E+0003,  7.96743E+0003
"bmt1275029b.1"    ,    0.00000,  8.23079E+0003,  7.96743E+0003
"bmt1275029b.2"    ,    0.00000,  8.16195E+0003,  7.96743E+0003
"bmt1275029b.3"    ,    0.00000,  8.20155E+0003,  7.96743E+0003
"bmt1275036b.1"    ,    0.00000,  8.23080E+0003,  7.96743E+0003
"bmt1275036b.2"    ,    0.00000,  8.16197E+0003,  7.96743E+0003
"bmt1275036b.3"    ,    0.00000,  8.20156E+0003,  7.96743E+0003
"bmt124408253.1"   ,    0.00000,  8.23082E+0003,  7.96743E+0003
"bmt124408253.2"   ,    0.00000,  8.16199E+0003,  7.96743E+0003
"bmt124408253.3"   ,    0.00000,  8.20157E+0003,  7.96743E+0003
"bmt1275057b.1"    ,    0.00000,  8.23073E+0003,  7.96743E+0003
"bmt1275057b.2"    ,    0.00000,  8.16189E+0003,  7.96743E+0003
"bmt1275057b.3"    ,    0.00000,  8.20151E+0003,  7.96743E+0003
"bmt1275064b.1"    ,    0.00000,  8.23072E+0003,  7.96743E+0003
"bmt1275064b.2"    ,    0.00000,  8.16187E+0003,  7.96743E+0003
"bmt1275064b.3"    ,    0.00000,  8.20150E+0003,  7.96743E+0003
"bmt154231006.1"   ,    0.00000,  8.11879E+0003,  7.96743E+0003
"bmt154231006.2"   ,    0.00000,  8.06190E+0003,  7.96743E+0003
"bmt154231006.3"   ,    0.00000,  8.07423E+0003,  7.96743E+0003
"bmt988456b.1"     ,    0.00000,  8.11971E+0003,  7.96743E+0003
"bmt988456b.2"     ,    0.00000,  8.06292E+0003,  7.96743E+0003
"bmt988456b.3"     ,    0.00000,  8.07531E+0003,  7.96743E+0003
"bmt988477b.1"     ,    0.00000,  8.11281E+0003,  7.96743E+0003
"bmt988477b.2"     ,    0.00000,  8.05491E+0003,  7.96743E+0003
"bmt988477b.3"     ,    0.00000,  8.06653E+0003,  7.96743E+0003
"bmt124406405.1"   ,    0.00000,  8.11221E+0003,  7.96743E+0003
"bmt124406405.2"   ,    0.00000,  8.05418E+0003,  7.96743E+0003
"bmt124406405.3"   ,    0.00000,  8.06566E+0003,  7.96743E+0003
"bmt154230767.3"   ,    0.00000,  8.06566E+0003,  7.96743E+0003
"bmt988897b.3"     ,    0.00000,  8.06542E+0003,  7.96743E+0003
"bmt162141346.1"   ,    0.00000,  8.11035E+0003,  7.96743E+0003
"bmt162141346.2"   ,    0.00000,  8.05220E+0003,  7.96743E+0003
"bmt162141346.3"   ,    0.00000,  8.06371E+0003,  7.96743E+0003
"bmt989037b.1"     ,    0.00000,  8.10981E+0003,  7.96743E+0003
"bmt989037b.2"     ,    0.00000,  8.05167E+0003,  7.96743E+0003
"bmt989037b.3"     ,    0.00000,  8.06318E+0003,  7.96743E+0003
"bmt124413601.1"   ,    0.00000,  8.09765E+0003,  7.96743E+0003
"bmt154231004.1"   ,    0.00000,  8.12235E+0003,  7.96743E+0003
"bmt154231004.2"   ,    0.00000,  8.06590E+0003,  7.96743E+0003
"bmt154231004.3"   ,    0.00000,  8.07852E+0003,  7.96743E+0003
"bmt988624b.1"     ,    0.00000,  8.12327E+0003,  7.96743E+0003
"bmt988624b.2"     ,    0.00000,  8.06689E+0003,  7.96743E+0003
"bmt988624b.3"     ,    0.00000,  8.07967E+0003,  7.96743E+0003
"bmt154231003.1"   ,    0.00000,  8.12409E+0003,  7.96743E+0003
"bmt154231003.2"   ,    0.00000,  8.06778E+0003,  7.96743E+0003
"bmt154231003.3"   ,    0.00000,  8.08070E+0003,  7.96743E+0003
"bmt156969767.3"   ,    0.00000,  8.07719E+0003,  7.96743E+0003
"bmt988708b.3"     ,    0.00000,  8.07716E+0003,  7.96743E+0003
"bmt988722b.3"     ,    0.00000,  8.07714E+0003,  7.96743E+0003
"bmt156969768.3"   ,    0.00000,  8.07711E+0003,  7.96743E+0003
"bmt154230772.3"   ,    0.00000,  8.06467E+0003,  7.96743E+0003
"bmt154230773.3"   ,    0.00000,  8.06460E+0003,  7.96743E+0003
"bmt154230774.3"   ,    0.00000,  8.06456E+0003,  7.96743E+0003
"bmt988904b.3"     ,    0.00000,  8.06519E+0003,  7.96743E+0003
"bmt988911b.3"     ,    0.00000,  8.06500E+0003,  7.96743E+0003
"bmt154230769.3"   ,    0.00000,  8.06474E+0003,  7.96743E+0003
"bmt988995b.3"     ,    0.00000,  8.06473E+0003,  7.96743E+0003
"bmt154230770.3"   ,    0.00000,  8.06465E+0003,  7.96743E+0003
"bmt162141348.1"   ,    0.00000,  8.10906E+0003,  7.96743E+0003
"bmt162141348.2"   ,    0.00000,  8.05092E+0003,  7.96743E+0003
"bmt162141348.3"   ,    0.00000,  8.06242E+0003,  7.96743E+0003
"bmt162141349.1"   ,    0.00000,  8.10876E+0003,  7.96743E+0003
"bmt162141349.2"   ,    0.00000,  8.05061E+0003,  7.96743E+0003
"bmt162141349.3"   ,    0.00000,  8.06212E+0003,  7.96743E+0003
"bmt989065b.1"     ,    0.00000,  8.10828E+0003,  7.96743E+0003
"bmt989065b.2"     ,    0.00000,  8.05013E+0003,  7.96743E+0003
"bmt989065b.3"     ,    0.00000,  8.06164E+0003,  7.96743E+0003
"bmt989072b.1"     ,    0.00000,  8.10770E+0003,  7.96743E+0003
"bmt989072b.2"     ,    0.00000,  8.04954E+0003,  7.96743E+0003
"bmt989072b.3"     ,    0.00000,  8.06105E+0003,  7.96743E+0003
"bmt128740756.1"   ,    0.00000,  8.10731E+0003,  7.96743E+0003
"bmt128740756.2"   ,    0.00000,  8.04916E+0003,  7.96743E+0003
"bmt128740756.3"   ,    0.00000,  8.06066E+0003,  7.96743E+0003
"bmt159756882.1"   ,    0.00000,  8.10728E+0003,  7.96743E+0003
"bmt159756882.2"   ,    0.00000,  8.04912E+0003,  7.96743E+0003
"bmt159756882.3"   ,    0.00000,  8.06063E+0003,  7.96743E+0003
"bmt989093b.1"     ,    0.00000,  8.10694E+0003,  7.96743E+0003
"bmt989093b.2"     ,    0.00000,  8.04879E+0003,  7.96743E+0003
"bmt989093b.3"     ,    0.00000,  8.06029E+0003,  7.96743E+0003
"bmt989135b.2"     ,    0.00000,  8.03946E+0003,  7.96743E+0003
"bmt171726432.2"   ,    0.00000,  8.03944E+0003,  7.96743E+0003
"bmt989191b.1"     ,    0.00000,  8.10624E+0003,  7.96743E+0003
"bmt989191b.2"     ,    0.00000,  8.04810E+0003,  7.96743E+0003
"bmt989191b.3"     ,    0.00000,  8.05960E+0003,  7.96743E+0003
"bmt128740910.1"   ,    0.00000,  8.10621E+0003,  7.96743E+0003
"bmt128740910.2"   ,    0.00000,  8.04807E+0003,  7.96743E+0003
"bmt128740910.3"   ,    0.00000,  8.05957E+0003,  7.96743E+0003
"bmt1005319b.1"    ,    0.00000,  8.23841E+0003,  7.96743E+0003
"bmt1005319b.2"    ,    0.00000,  8.19405E+0003,  7.96743E+0003
"bmt1005319b.3"    ,    0.00000,  8.21984E+0003,  7.96743E+0003
"bmt1005333b.1"    ,    0.00000,  8.23957E+0003,  7.96743E+0003
"bmt1005333b.2"    ,    0.00000,  8.19520E+0003,  7.96743E+0003
"bmt1005333b.3"    ,    0.00000,  8.22102E+0003,  7.96743E+0003
"bmt1005340b.1"    ,    0.00000,  8.24060E+0003,  7.96743E+0003
"bmt1005340b.2"    ,    0.00000,  8.19621E+0003,  7.96743E+0003
"bmt1005340b.3"    ,    0.00000,  8.22207E+0003,  7.96743E+0003
"bmt170755024.1"   ,    0.00000,  8.24148E+0003,  7.96743E+0003
"bmt170755024.2"   ,    0.00000,  8.19708E+0003,  7.96743E+0003
"bmt170755024.3"   ,    0.00000,  8.22297E+0003,  7.96743E+0003
"bmt1005361b.1"    ,    0.00000,  8.24346E+0003,  7.96743E+0003
"bmt1005361b.2"    ,    0.00000,  8.19903E+0003,  7.96743E+0003
"bmt1005361b.3"    ,    0.00000,  8.22498E+0003,  7.96743E+0003
"bmt1005368b.1"    ,    0.00000,  8.24448E+0003,  7.96743E+0003
"bmt1005368b.2"    ,    0.00000,  8.20003E+0003,  7.96743E+0003
"bmt1005368b.3"    ,    0.00000,  8.22600E+0003,  7.96743E+0003
"bmt1005375b.1"    ,    0.00000,  8.24468E+0003,  7.96743E+0003
"bmt1005375b.2"    ,    0.00000,  8.20022E+0003,  7.96743E+0003
