BMT164138867,-47.189630652,-20.342382242
BMT164138868,-20.341912217,-47.189662330
BMT164138867,-47.189630652,-20.342382242
BMT164138869,-20.341713254,-47.191124539
BMT163875512,-47.004078926,-20.328803653
BMT163875513,-20.329267846,-47.003768922
BMT163875512,-47.004078926,-20.328803653
BMT6292715B,-47.003257814,-20.328244042
BMT6291238B,-47.004948379,-20.329398833
BMT163875512,-47.004078926,-20.328803653
BMT6292715B,-47.003257814,-20.328244042
BMT163875514,-20.327631010,-47.002368994
BMT6292743B,-47.005046655,-20.330337047
BMT6291238B,-47.004948379,-20.329398833
BMT6325132B,-47.212840158,-20.450960189
BMT172329669,-20.451307465,-47.213937473
BMT6362099B,-47.210311053,-20.408094496
BMT163874955,-20.408047489,-47.209745205
BMT6367006B,-47.243604042,-20.442149138
BMT6367048B,-47.243735280,-20.441289504
BMT6367048B,-47.243735280,-20.441289504
BMT6367055B,-47.243800904,-20.440530057
BMT6367055B,-47.243800904,-20.440530057
BMT163874085,-47.243906691,-20.439237265
BMT163874085,-47.243906691,-20.439237265
BMT163874086,-20.438486723,-47.243982024
BMT6370240B,-47.239763084,-20.445531066
BMT163874075,-20.446146785,-47.239637868
BMT166137068,-47.241065772,-20.434270722
BMT6371199B,-47.241632762,-20.434389852
BMT6371199B,-47.241632762,-20.434389852
BMT6371206B,-47.241792441,-20.434830313
BMT6401901B,-47.086232945,-20.381499939
BMT163875367,-20.380487764,-47.085529701
BMT6437545B,-47.126666870,-20.345499422
BMT6437552B,-47.125521116,-20.343643832
BMT6437552B,-47.125521116,-20.343643832
BMT168937422,-20.342944145,-47.125128519
BMT172171178,-47.086277156,-20.424607761
BMT172171179,-20.424782435,-47.086020827
BMT172171178,-47.086277156,-20.424607761
BMT172171180,-20.424507088,-47.085633880
BMT6479951B,-47.267258764,-20.431619510
BMT163873999,-20.432170330,-47.267956634
BMT163875655,-47.120558985,-20.330870221
BMT163875656,-20.331067606,-47.120667001
BMT163875655,-47.120558985,-20.330870221
BMT163875657,-20.331467836,-47.120433086
BMT6540291B,-47.076426150,-20.482212355
BMT6540347B,-47.075091703,-20.482761173
BMT171594852,-47.073499839,-20.483412403
BMT171594853,-20.484258742,-47.071450519
BMT171594852,-47.073499839,-20.483412403
BMT6540655B,-47.072993172,-20.485649280
BMT6540340B,-47.077133708,-20.482086483
BMT6540291B,-47.076426150,-20.482212355
BMT6540347B,-47.075091703,-20.482761173
BMT171594852,-47.073499839,-20.483412403
BMT6540655B,-47.072993172,-20.485649280
BMT6540753B,-47.072598815,-20.486972614
BMT6540753B,-47.072598815,-20.486972614
BMT171594854,-20.488042186,-47.072277722
BMT6554816B,-47.159799597,-20.428732582
BMT3388717B,-47.158829458,-20.428554958
BMT164155849,-47.139889725,-20.486066130
BMT164155850,-47.140700252,-20.485767136
BMT163875633,-47.106865744,-20.325138161
BMT163875634,-47.105639695,-20.324394273
BMT163875634,-47.105639695,-20.324394273
BMT163875635,-47.105474386,-20.324206599
BMT163875635,-47.105474386,-20.324206599
BMT6623675B,-47.105786665,-20.323227414
BMT6623675B,-47.105786665,-20.323227414
BMT6623682B,-47.106088756,-20.322203193
BMT6623682B,-47.106088756,-20.322203193
BMT6623689B,-47.106392311,-20.321287335
BMT6623689B,-47.106392311,-20.321287335
BMT6623696B,-47.106728006,-20.320623976
BMT6623696B,-47.106728006,-20.320623976
BMT163875637,-20.319842301,-47.107138690
BMT163875634,-47.105639695,-20.324394273
BMT163875636,-20.324176741,-47.105703772
BMT172827515,-47.057723827,-20.426609456
BMT6658150B,-47.058480617,-20.426600509
BMT6658150B,-47.058480617,-20.426600509
BMT6658206B,-47.060300744,-20.426578976
BMT6658206B,-47.060300744,-20.426578976
BMT6658255B,-47.060752068,-20.426654920
BMT6658255B,-47.060752068,-20.426654920
BMT172827518,-47.063450924,-20.427146793
BMT172827518,-47.063450924,-20.427146793
BMT6658360B,-47.064901851,-20.428177274
BMT6658360B,-47.064901851,-20.428177274
BMT172827521,-20.428957053,-47.066167404
BMT163875156,-47.097114770,-20.392902872
BMT163875159,-20.392650372,-47.097082617
BMT163875420,-47.120362645,-20.343851039
BMT6701963B,-47.119336824,-20.343059676
BMT6701963B,-47.119336824,-20.343059676
BMT6701970B,-47.118157213,-20.342225013
BMT6701970B,-47.118157213,-20.342225013
BMT163875422,-20.341514693,-47.116404773
BMT163875082,-47.137774649,-20.391370333
BMT6796645B,-47.137114586,-20.391432615
BMT6796645B,-47.137114586,-20.391432615
BMT6796652B,-47.136109745,-20.390803695
BMT6796652B,-47.136109745,-20.390803695
BMT6796659B,-47.135307892,-20.390307755
BMT6796659B,-47.135307892,-20.390307755
BMT6796666B,-47.134553805,-20.389802194
BMT6796666B,-47.134553805,-20.389802194
BMT6796673B,-47.134036408,-20.389095039
BMT6796673B,-47.134036408,-20.389095039
BMT6796680B,-47.133324124,-20.388146416
BMT6796680B,-47.133324124,-20.388146416
BMT6796687B,-47.132835717,-20.387456965
BMT6796687B,-47.132835717,-20.387456965
BMT6796694B,-47.132504021,-20.387018478
BMT6796694B,-47.132504021,-20.387018478
BMT6796701B,-47.131929680,-20.386348138
BMT6796701B,-47.131929680,-20.386348138
BMT163875083,-20.386311400,-47.130502009
BMT163875589,-47.077046289,-20.342050368
BMT163875591,-20.342189694,-47.076722574
BMT171389004,-47.076688973,-20.326772788
BMT6861367B,-47.076052742,-20.327168715
BMT6861367B,-47.076052742,-20.327168715
BMT6861374B,-47.075717743,-20.327895240
BMT6861374B,-47.075717743,-20.327895240
